"","V1","bird","sex","tissue","treatment","external","internal","group","study"
"413","pu.s.o.r_male_hypothalamus_m.hatch","pu.s.o.r","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2","manipulation"
"414","pu.s.o.r_male_pituitary_m.hatch","pu.s.o.r","male","pituitary","m.n2","nest","late","male.pituitary.m.n2","manipulation"
"415","r.r.x.ATLAS_female_gonad_control","r.r.x.atlas","female","gonads","control","control","control","female.gonads.control","charcterization"
"416","r.r.x.ATLAS_female_hypothalamus_control","r.r.x.atlas","female","hypothalamus","control","control","control","female.hypothalamus.control","charcterization"
"417","r.r.x.ATLAS_female_pituitary_control","r.r.x.atlas","female","pituitary","control","control","control","female.pituitary.control","charcterization"
"418","r.s005.pk.blk_male_gonad_lay","r.s005.pk.blk","male","gonads","lay","eggs","early","male.gonads.lay","charcterization"
"419","r.s005.pk.blk_male_hypothalamus_lay","r.s005.pk.blk","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay","charcterization"
"420","r.s005.pk.blk_male_pituitary_lay","r.s005.pk.blk","male","pituitary","lay","eggs","early","male.pituitary.lay","charcterization"
"421","r.s035.y.blk_female_gonad_m.inc.d3","r.s035.y.blk","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3","manipulation"
"422","r.s035.y.blk_female_hypothalamus_m.inc.d3","r.s035.y.blk","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3","manipulation"
"423","r.s035.y.blk_female_pituitary_m.inc.d3","r.s035.y.blk","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3","manipulation"
"424","r.s056.g.o_female_gonad_bldg","r.s056.g.o","female","gonads","bldg","nest","early","female.gonads.bldg","charcterization"
"425","r.s056.g.o_female_hypothalamus_bldg","r.s056.g.o","female","hypothalamus","bldg","nest","early","female.hypothalamus.bldg","charcterization"
"426","r.s056.g.o_female_pituitary_bldg","r.s056.g.o","female","pituitary","bldg","nest","early","female.pituitary.bldg","charcterization"
"427","r.s057.g.pk_male_gonad_extend","r.s057.g.pk","male","gonads","extend","chicks","late","male.gonads.extend","manipulation"
"428","r.s057.g.pk_male_hypothalamus_extend","r.s057.g.pk","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend","manipulation"
"429","r.s057.g.pk_male_pituitary_extend","r.s057.g.pk","male","pituitary","extend","chicks","late","male.pituitary.extend","manipulation"
"430","r.s058.d.l_male_gonad_m.inc.d8","r.s058.d.l","male","gonads","early","chicks","early","male.gonads.early","charcterization"
"431","r.s058.d.l_male_hypothalamus_m.inc.d8","r.s058.d.l","male","hypothalamus","early","chicks","early","male.hypothalamus.early","charcterization"
"432","r.s058.d.l_male_pituitary_m.inc.d8","r.s058.d.l","male","pituitary","early","chicks","early","male.pituitary.early","charcterization"
"433","r.s059.d.o_male_gonad_bldg","r.s059.d.o","male","gonads","bldg","nest","early","male.gonads.bldg","charcterization"
"434","r.s059.d.o_male_hypothalamus_bldg","r.s059.d.o","male","hypothalamus","bldg","nest","early","male.hypothalamus.bldg","charcterization"
"435","r.s059.d.o_male_pituitary_bldg","r.s059.d.o","male","pituitary","bldg","nest","early","male.pituitary.bldg","charcterization"
"436","r.s086.l.blk_male_gonad_extend","r.s086.l.blk","male","gonads","extend","chicks","late","male.gonads.extend","manipulation"
"437","r.s086.l.blk_male_hypothalamus_extend","r.s086.l.blk","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend","manipulation"
"438","r.s086.l.blk_male_pituitary_extend","r.s086.l.blk","male","pituitary","extend","chicks","late","male.pituitary.extend","manipulation"
"439","r.s116.blk.pu_male_gonad_lay","r.s116.blk.pu","male","gonads","lay","eggs","early","male.gonads.lay","charcterization"
"440","r.s116.blk.pu_male_hypothalamus_lay","r.s116.blk.pu","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay","charcterization"
"441","r.s116.blk.pu_male_pituitary_lay","r.s116.blk.pu","male","pituitary","lay","eggs","early","male.pituitary.lay","charcterization"
"442","r.s131.o.d_female_gonad_extend","r.s131.o.d","female","gonads","extend","chicks","late","female.gonads.extend","manipulation"
"443","r.s131.o.d_female_hypothalamus_extend","r.s131.o.d","female","hypothalamus","extend","chicks","late","female.hypothalamus.extend","manipulation"
"444","r.s131.o.d_female_pituitary_extend","r.s131.o.d","female","pituitary","extend","chicks","late","female.pituitary.extend","manipulation"
"445","r.s171.l.w_female_gonad_n9","r.s171.l.w","female","gonads","n9","chicks","late","female.gonads.n9","charcterization"
"446","r.s171.l.w_female_hypothalamus_n9","r.s171.l.w","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9","charcterization"
"447","r.s171.l.w_female_pituitary_n9","r.s171.l.w","female","pituitary","n9","chicks","late","female.pituitary.n9","charcterization"
"448","r.s172.l.y_male_gonad_extend","r.s172.l.y","male","gonads","extend","chicks","late","male.gonads.extend","manipulation"
"449","r.s172.l.y_male_hypothalamus_extend","r.s172.l.y","male","hypothalamus","extend","chicks","late","male.hypothalamus.extend","manipulation"
"450","r.s172.l.y_male_pituitary_extend","r.s172.l.y","male","pituitary","extend","chicks","late","male.pituitary.extend","manipulation"
"451","r.y.s007.blk_male_gonad_n9","r.y.s007.blk","male","gonads","n9","chicks","late","male.gonads.n9","charcterization"
"452","r.y.s007.blk_male_hypothalamus_n9","r.y.s007.blk","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9","charcterization"
"453","r.y.s007.blk_male_pituitary_n9","r.y.s007.blk","male","pituitary","n9","chicks","late","male.pituitary.n9","charcterization"
"454","r176.blu54_male_gonad_inc.d17","r176.blu54","male","gonads","inc.d17","eggs","late","male.gonads.inc.d17","charcterization"
"455","r176.blu54_male_hypothalamus_inc.d17","r176.blu54","male","hypothalamus","inc.d17","eggs","late","male.hypothalamus.inc.d17","charcterization"
"456","r176.blu54_male_pituitary_inc.d17","r176.blu54","male","pituitary","inc.d17","eggs","late","male.pituitary.inc.d17","charcterization"
"457","r183.o22_female_gonad_hatch","r183.o22","female","gonads","hatch","chicks","late","female.gonads.hatch","charcterization"
"458","r183.o22_female_hypothalamus_hatch","r183.o22","female","hypothalamus","hatch","chicks","late","female.hypothalamus.hatch","charcterization"
"459","r183.o22_female_pituitary_hatch","r183.o22","female","pituitary","hatch","chicks","late","female.pituitary.hatch","charcterization"
"460","r190.o43.x_male_gonad_lay","r190.o43.x","male","gonads","lay","eggs","early","male.gonads.lay","charcterization"
"461","r190.o43.x_male_hypothalamus_lay","r190.o43.x","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay","charcterization"
"462","r190.o43.x_male_pituitary_lay","r190.o43.x","male","pituitary","lay","eggs","early","male.pituitary.lay","charcterization"
"463","r194.x_female_gonad_prolong","r194.x","female","gonads","prolong","eggs","late","female.gonads.prolong","manipulation"
"464","r194.x_female_hypothalamus_prolong","r194.x","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong","manipulation"
"465","r194.x_female_pituitary_prolong","r194.x","female","pituitary","prolong","eggs","late","female.pituitary.prolong","manipulation"
"466","r195.x_male_gonad_n9","r195.x","male","gonads","n9","chicks","late","male.gonads.n9","charcterization"
"467","r195.x_male_hypothalamus_n9","r195.x","male","hypothalamus","n9","chicks","late","male.hypothalamus.n9","charcterization"
"468","r195.x_male_pituitary_n9","r195.x","male","pituitary","n9","chicks","late","male.pituitary.n9","charcterization"
"469","r196.x_male_gonad_m.inc.d9","r196.x","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9","manipulation"
"470","r196.x_male_hypothalamus_m.inc.d9","r196.x","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9","manipulation"
"471","r196.x_male_pituitary_m.inc.d9","r196.x","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9","manipulation"
"472","r27.w111.blu125_female_gonad_inc.d3","r27.w111.blu125","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3","charcterization"
"473","r27.w111.blu125_female_hypothalamus_inc.d3","r27.w111.blu125","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3","charcterization"
"474","r27.w111.blu125_female_pituitary_inc.d3","r27.w111.blu125","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3","charcterization"
"475","r30.w112.r46_female_gonad_inc.d9","r30.w112.r46","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9","charcterization"
"476","r30.w112.r46_female_hypothalamus_inc.d9","r30.w112.r46","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9","charcterization"
"477","r30.w112.r46_female_pituitary_inc.d9","r30.w112.r46","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9","charcterization"
"478","r36.w184.x_female_gonad_inc.d9","r36.w184.x","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9","charcterization"
"479","r36.w184.x_female_hypothalamus_inc.d9","r36.w184.x","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9","charcterization"
"480","r36.w184.x_female_pituitary_inc.d9","r36.w184.x","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9","charcterization"
"481","r37.w100.x_male_gonad_n9","r37.w100.x","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9","manipulation"
"482","r37.w100.x_male_hypothalamus_n9","r37.w100.x","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9","manipulation"
"483","r37.w100.x_male_pituitary_n9","r37.w100.x","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9","manipulation"
"484","r4.x_male_gonad_m.inc.d8","r4.x","male","gonads","early","chicks","early","male.gonads.early","charcterization"
"485","r4.x_male_hypothalamus_m.inc.d8","r4.x","male","hypothalamus","early","chicks","early","male.hypothalamus.early","charcterization"
"486","r4.x_male_pituitary_m.inc.d8","r4.x","male","pituitary","early","chicks","early","male.pituitary.early","charcterization"
"487","r41.w99.x_male_gonad_hatch","r41.w99.x","male","gonads","hatch","chicks","late","male.gonads.hatch","charcterization"
"488","r41.w99.x_male_hypothalamus_hatch","r41.w99.x","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch","charcterization"
"489","r41.w99.x_male_pituitary_hatch","r41.w99.x","male","pituitary","hatch","chicks","late","male.pituitary.hatch","charcterization"
"490","r45.X_male_gonad_inc.d9","r45.x","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9","charcterization"
"491","r45.X_male_pituitary_inc.d9","r45.x","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9","charcterization"
"492","r45.x_male_hypothalamus_inc.d9","r45.x","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9","charcterization"
"493","r49.w189.x_female_gonad_inc.d17","r49.w189.x","female","gonads","inc.d17","eggs","late","female.gonads.inc.d17","charcterization"
"494","r49.w189.x_female_hypothalamus_inc.d17","r49.w189.x","female","hypothalamus","inc.d17","eggs","late","female.hypothalamus.inc.d17","charcterization"
"495","r49.w189.x_female_pituitary_inc.d17","r49.w189.x","female","pituitary","inc.d17","eggs","late","female.pituitary.inc.d17","charcterization"
"496","r6.x_female_gonad_control.NYNO","r6.x","female","gonads","control","control","control","female.gonads.control","charcterization"
"497","r6.x_female_hypothalamus_control.NYNO","r6.x","female","hypothalamus","control","control","control","female.hypothalamus.control","charcterization"
"498","r6.x_female_pituitary_control","r6.x","female","pituitary","control","control","control","female.pituitary.control","charcterization"
"499","r72.y83.x_male_gonad_hatch","r72.y83.x","male","gonads","hatch","chicks","late","male.gonads.hatch","charcterization"
"500","r72.y83.x_male_hypothalamus_hatch","r72.y83.x","male","hypothalamus","hatch","chicks","late","male.hypothalamus.hatch","charcterization"
"501","r72.y83.x_male_pituitary_hatch","r72.y83.x","male","pituitary","hatch","chicks","late","male.pituitary.hatch","charcterization"
"502","r73.g127.x_female_gonad_inc.d3","r73.g127.x","female","gonads","inc.d3","eggs","early","female.gonads.inc.d3","charcterization"
"503","r73.g127.x_female_hypothalamus_inc.d3","r73.g127.x","female","hypothalamus","inc.d3","eggs","early","female.hypothalamus.inc.d3","charcterization"
"504","r73.g127.x_female_pituitary_inc.d3","r73.g127.x","female","pituitary","inc.d3","eggs","early","female.pituitary.inc.d3","charcterization"
"505","r81.x_male_gonad_inc.prolong","r81.x","male","gonads","prolong","eggs","late","male.gonads.prolong","manipulation"
"506","r81.x_male_hypothalamus_inc.prolong","r81.x","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong","manipulation"
"507","r81.x_male_pituitary_inc.prolong","r81.x","male","pituitary","prolong","eggs","late","male.pituitary.prolong","manipulation"
"508","r83.g45_female_gonad_bldg","r83.g45","female","gonads","bldg","nest","early","female.gonads.bldg","charcterization"
"509","r83.g45_female_hypothalamus_bldg","r83.g45","female","hypothalamus","bldg","nest","early","female.hypothalamus.bldg","charcterization"
"510","r83.g45_female_pituitary_bldg","r83.g45","female","pituitary","bldg","nest","early","female.pituitary.bldg","charcterization"
"511","r84.x_male_gonad_m.inc.d9","r84.x","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9","manipulation"
"512","r84.x_male_hypothalamus_m.inc.d9","r84.x","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9","manipulation"
"513","r84.x_male_pituitary_m.inc.d9","r84.x","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9","manipulation"
"514","r85.g39_male_gonad_m.inc.d9.NYNO","r85.g39","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9","manipulation"
"515","r85.g39_male_hypothalamus_m.inc.d9","r85.g39","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9","manipulation"
"516","r85.g39_male_pituitary_m.inc.d9.NYNO","r85.g39","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9","manipulation"
"517","r90.x_male_gonad_inc.prolong","r90.x","male","gonads","prolong","eggs","late","male.gonads.prolong","manipulation"
"518","r90.x_male_hypothalamus_inc.prolong","r90.x","male","hypothalamus","prolong","eggs","late","male.hypothalamus.prolong","manipulation"
"519","r90.x_male_pituitary_inc.prolong","r90.x","male","pituitary","prolong","eggs","late","male.pituitary.prolong","manipulation"
"520","r95.blu99_female_gonad_n9","r95.blu99","female","gonads","n9","chicks","late","female.gonads.n9","charcterization"
"521","r95.blu99_female_hypothalamus_n9","r95.blu99","female","hypothalamus","n9","chicks","late","female.hypothalamus.n9","charcterization"
"522","r95.blu99_female_pituitary_n9","r95.blu99","female","pituitary","n9","chicks","late","female.pituitary.n9","charcterization"
"523","s.o.pk_female_gonad_lay","s.o.pk","female","gonads","lay","eggs","early","female.gonads.lay","charcterization"
"524","s.o.pk_female_hypothalamus_lay","s.o.pk","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay","charcterization"
"525","s.o.pk_female_pituitary_lay","s.o.pk","female","pituitary","lay","eggs","early","female.pituitary.lay","charcterization"
"526","s.pu.pk_female_gonad_prolong","s.pu.pk","female","gonads","prolong","eggs","late","female.gonads.prolong","manipulation"
"527","s.pu.pk_female_hypothalamus_prolong","s.pu.pk","female","hypothalamus","prolong","eggs","late","female.hypothalamus.prolong","manipulation"
"528","s.pu.pk_female_pituitary_prolong","s.pu.pk","female","pituitary","prolong","eggs","late","female.pituitary.prolong","manipulation"
"529","s.pu148.blk.r_male_gonad_bldg","s.pu148.blk.r","male","gonads","bldg","nest","early","male.gonads.bldg","charcterization"
"530","s.pu148.blk.r_male_hypothalamus_bldg","s.pu148.blk.r","male","hypothalamus","bldg","nest","early","male.hypothalamus.bldg","charcterization"
"531","s.pu148.blk.r_male_pituitary_bldg","s.pu148.blk.r","male","pituitary","bldg","nest","early","male.pituitary.bldg","charcterization"
"532","s.x.ATLAS_female_gonad_control","s.x.atlas","female","gonads","control","control","control","female.gonads.control","charcterization"
"533","s.x.ATLAS_female_hypothalamus_control","s.x.atlas","female","hypothalamus","control","control","control","female.hypothalamus.control","charcterization"
"534","s.x.ATLAS_female_pituitary_control","s.x.atlas","female","pituitary","control","control","control","female.pituitary.control","charcterization"
"535","s002.x_female_gonad_m.inc.d8","s002.x","female","gonads","early","chicks","early","female.gonads.early","charcterization"
"536","s002.x_female_hypothalamus_m.inc.d8","s002.x","female","hypothalamus","early","chicks","early","female.hypothalamus.early","charcterization"
"537","s002.x_female_pituitary_m.inc.d8","s002.x","female","pituitary","early","chicks","early","female.pituitary.early","charcterization"
"538","s038.g.d.blk_female_gonad_m.inc.d17","s038.g.d.blk","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17","manipulation"
"539","s038.g.d.blk_female_hypothalamus_m.inc.d17","s038.g.d.blk","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17","manipulation"
"540","s038.g.d.blk_female_pituitary_m.inc.d17","s038.g.d.blk","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17","manipulation"
"541","s044.blk.d.r_male_gonad_m.inc.d8","s044.blk.d.r","male","gonads","early","chicks","early","male.gonads.early","charcterization"
"542","s044.blk.d.r_male_hypothalamus_m.inc.d8","s044.blk.d.r","male","hypothalamus","early","chicks","early","male.hypothalamus.early","charcterization"
"543","s044.blk.d.r_male_pituitary_m.inc.d8","s044.blk.d.r","male","pituitary","early","chicks","early","male.pituitary.early","charcterization"
"544","s062.d.blk.g_male_gonad_m.hatch","s062.d.blk.g","male","gonads","m.n2","nest","late","male.gonads.m.n2","manipulation"
"545","s062.d.blk.g_male_hypothalamus_m.hatch","s062.d.blk.g","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2","manipulation"
"546","s062.d.blk.g_male_pituitary_m.hatch","s062.d.blk.g","male","pituitary","m.n2","nest","late","male.pituitary.m.n2","manipulation"
"547","s063.d.blk.l_female_gonad_bldg","s063.d.blk.l","female","gonads","bldg","nest","early","female.gonads.bldg","charcterization"
"548","s063.d.blk.l_female_hypothalamus_bldg","s063.d.blk.l","female","hypothalamus","bldg","nest","early","female.hypothalamus.bldg","charcterization"
"549","s063.d.blk.l_female_pituitary_bldg","s063.d.blk.l","female","pituitary","bldg","nest","early","female.pituitary.bldg","charcterization"
"550","s064.g.blk.pu_male_gonad_m.inc.d17","s064.g.blk.pu","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17","manipulation"
"551","s064.g.blk.pu_male_hypothalamus_m.inc.d17","s064.g.blk.pu","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17","manipulation"
"552","s064.g.blk.pu_male_pituitary_m.inc.d17","s064.g.blk.pu","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17","manipulation"
"553","s065.l.d.o_male_gonad_bldg","s065.l.d.o","male","gonads","bldg","nest","early","male.gonads.bldg","charcterization"
"554","s065.l.d.o_male_hypothalamus_bldg","s065.l.d.o","male","hypothalamus","bldg","nest","early","male.hypothalamus.bldg","charcterization"
"555","s065.l.d.o_male_pituitary_bldg","s065.l.d.o","male","pituitary","bldg","nest","early","male.pituitary.bldg","charcterization"
"556","s066.l.d.r_male_gonad_bldg","s066.l.d.r","male","gonads","bldg","nest","early","male.gonads.bldg","charcterization"
"557","s066.l.d.r_male_hypothalamus_bldg","s066.l.d.r","male","hypothalamus","bldg","nest","early","male.hypothalamus.bldg","charcterization"
"558","s066.l.d.r_male_pituitary_bldg","s066.l.d.r","male","pituitary","bldg","nest","early","male.pituitary.bldg","charcterization"
"559","s067.o.l.y_male_gonad_m.inc.d8","s067.o.l.y","male","gonads","early","chicks","early","male.gonads.early","charcterization"
"560","s067.o.l.y_male_hypothalamus_m.inc.d8","s067.o.l.y","male","hypothalamus","early","chicks","early","male.hypothalamus.early","charcterization"
"561","s067.o.l.y_male_pituitary_m.inc.d8","s067.o.l.y","male","pituitary","early","chicks","early","male.pituitary.early","charcterization"
"562","s069.pk.pu.g_female_gonad_m.inc.d3","s069.pk.pu.g","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3","manipulation"
"563","s069.pk.pu.g_female_hypothalamus_m.inc.d3","s069.pk.pu.g","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3","manipulation"
"564","s069.pk.pu.g_female_pituitary_m.inc.d3","s069.pk.pu.g","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3","manipulation"
"565","s071.pu.g.pk_male_gonad_m.inc.d3","s071.pu.g.pk","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3","manipulation"
"566","s071.pu.g.pk_male_hypothalamus_m.inc.d3","s071.pu.g.pk","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3","manipulation"
"567","s071.pu.g.pk_male_pituitary_m.inc.d3","s071.pu.g.pk","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3","manipulation"
"568","s089.blk.pk.pu_female_gonad_extend","s089.blk.pk.pu","female","gonads","extend","chicks","late","female.gonads.extend","manipulation"
"569","s089.blk.pk.pu_female_hypothalamus_extend","s089.blk.pk.pu","female","hypothalamus","extend","chicks","late","female.hypothalamus.extend","manipulation"
"570","s089.blk.pk.pu_female_pituitary_extend","s089.blk.pk.pu","female","pituitary","extend","chicks","late","female.pituitary.extend","manipulation"
"571","s090.blk.pk.w_male_gonad_m.hatch","s090.blk.pk.w","male","gonads","m.n2","nest","late","male.gonads.m.n2","manipulation"
"572","s090.blk.pk.w_male_hypothalamus_m.hatch","s090.blk.pk.w","male","hypothalamus","m.n2","nest","late","male.hypothalamus.m.n2","manipulation"
"573","s090.blk.pk.w_male_pituitary_m.hatch","s090.blk.pk.w","male","pituitary","m.n2","nest","late","male.pituitary.m.n2","manipulation"
"574","s091.blk.r.g_female_gonad_m.inc.d8","s091.blk.r.g","female","gonads","early","chicks","early","female.gonads.early","charcterization"
"575","s091.blk.r.g_female_hypothalamus_m.inc.d8","s091.blk.r.g","female","hypothalamus","early","chicks","early","female.hypothalamus.early","charcterization"
"576","s091.blk.r.g_female_pituitary_m.inc.d8","s091.blk.r.g","female","pituitary","early","chicks","early","female.pituitary.early","charcterization"
"577","s092.blk.r.o_female_gonad_bldg","s092.blk.r.o","female","gonads","bldg","nest","early","female.gonads.bldg","charcterization"
"578","s092.blk.r.o_female_hypothalamus_bldg","s092.blk.r.o","female","hypothalamus","bldg","nest","early","female.hypothalamus.bldg","charcterization"
"579","s092.blk.r.o_female_pituitary_bldg","s092.blk.r.o","female","pituitary","bldg","nest","early","female.pituitary.bldg","charcterization"
"580","s093.blk.y.d_female_gonad_m.inc.d3","s093.blk.y.d","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3","manipulation"
"581","s093.blk.y.d_female_hypothalamus_m.inc.d3","s093.blk.y.d","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3","manipulation"
"582","s093.blk.y.d_female_pituitary_m.inc.d3","s093.blk.y.d","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3","manipulation"
"583","s095.g.blk.o_female_gonad_lay","s095.g.blk.o","female","gonads","lay","eggs","early","female.gonads.lay","charcterization"
"584","s095.g.blk.o_female_hypothalamus_lay","s095.g.blk.o","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay","charcterization"
"585","s095.g.blk.o_female_pituitary_lay","s095.g.blk.o","female","pituitary","lay","eggs","early","female.pituitary.lay","charcterization"
"586","s096.g.blk.pk_male_gonad_m.inc.d17","s096.g.blk.pk","male","gonads","m.inc.d17","nest","late","male.gonads.m.inc.d17","manipulation"
"587","s096.g.blk.pk_male_hypothalamus_m.inc.d17","s096.g.blk.pk","male","hypothalamus","m.inc.d17","nest","late","male.hypothalamus.m.inc.d17","manipulation"
"588","s096.g.blk.pk_male_pituitary_m.inc.d17","s096.g.blk.pk","male","pituitary","m.inc.d17","nest","late","male.pituitary.m.inc.d17","manipulation"
"589","s100.l.pk.blk_female_gonad_m.inc.d17","s100.l.pk.blk","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17","manipulation"
"590","s100.l.pk.blk_female_hypothalamus_m.inc.d17","s100.l.pk.blk","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17","manipulation"
"591","s100.l.pk.blk_female_pituitary_m.inc.d17","s100.l.pk.blk","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17","manipulation"
"592","s103.y.pk.blk_female_gonad_m.inc.d3","s103.y.pk.blk","female","gonads","m.inc.d3","nest","early","female.gonads.m.inc.d3","manipulation"
"593","s103.y.pk.blk_female_hypothalamus_m.inc.d3","s103.y.pk.blk","female","hypothalamus","m.inc.d3","nest","early","female.hypothalamus.m.inc.d3","manipulation"
"594","s103.y.pk.blk_female_pituitary_m.inc.d3","s103.y.pk.blk","female","pituitary","m.inc.d3","nest","early","female.pituitary.m.inc.d3","manipulation"
"595","s136.d.w.o_female_gonad_lay","s136.d.w.o","female","gonads","lay","eggs","early","female.gonads.lay","charcterization"
"596","s136.d.w.o_female_hypothalamus_lay","s136.d.w.o","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay","charcterization"
"597","s136.d.w.o_female_pituitary_lay","s136.d.w.o","female","pituitary","lay","eggs","early","female.pituitary.lay","charcterization"
"598","s137.g.blk.y_female_gonad_extend","s137.g.blk.y","female","gonads","extend","chicks","late","female.gonads.extend","manipulation"
"599","s137.g.blk.y_female_hypothalamus_extend","s137.g.blk.y","female","hypothalamus","extend","chicks","late","female.hypothalamus.extend","manipulation"
"600","s137.g.blk.y_female_pituitary_extend","s137.g.blk.y","female","pituitary","extend","chicks","late","female.pituitary.extend","manipulation"
"601","s139.l.blk.w_male_gonad_m.inc.d3","s139.l.blk.w","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3","manipulation"
"602","s139.l.blk.w_male_hypothalamus_m.inc.d3","s139.l.blk.w","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3","manipulation"
"603","s139.l.blk.w_male_pituitary_m.inc.d3","s139.l.blk.w","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3","manipulation"
"604","s142.o.pk.pu_female_gonad_lay","s142.o.pk.pu","female","gonads","lay","eggs","early","female.gonads.lay","charcterization"
"605","s142.o.pk.pu_female_hypothalamus_lay","s142.o.pk.pu","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay","charcterization"
"606","s142.o.pk.pu_female_pituitary_lay","s142.o.pk.pu","female","pituitary","lay","eggs","early","female.pituitary.lay","charcterization"
"607","s150.w.g.blk_male_gonad_lay","s150.w.g.blk","male","gonads","lay","eggs","early","male.gonads.lay","charcterization"
"608","s150.w.g.blk_male_hypothalamus_lay","s150.w.g.blk","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay","charcterization"
"609","s150.w.g.blk_male_pituitary_lay","s150.w.g.blk","male","pituitary","lay","eggs","early","male.pituitary.lay","charcterization"
"610","s175.blk.pu.pk_male_gonad_m.inc.d3","s175.blk.pu.pk","male","gonads","m.inc.d3","nest","early","male.gonads.m.inc.d3","manipulation"
"611","s175.blk.pu.pk_male_hypothalamus_m.inc.d3","s175.blk.pu.pk","male","hypothalamus","m.inc.d3","nest","early","male.hypothalamus.m.inc.d3","manipulation"
"612","s175.blk.pu.pk_male_pituitary_m.inc.d3","s175.blk.pu.pk","male","pituitary","m.inc.d3","nest","early","male.pituitary.m.inc.d3","manipulation"
"613","s176.blk.pu.r_female_gonad_lay","s176.blk.pu.r","female","gonads","lay","eggs","early","female.gonads.lay","charcterization"
"614","s176.blk.pu.r_female_hypothalamus_lay","s176.blk.pu.r","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay","charcterization"
"615","s176.blk.pu.r_female_pituitary_lay","s176.blk.pu.r","female","pituitary","lay","eggs","early","female.pituitary.lay","charcterization"
