"","bird","horm.id","rnaseq.id","sex","tissue","treatment","external","internal","group"
"416","g146.blu51","g146-blu51","g146.blu51_male_pituitary_inc.d3","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"417","g20.w106.x","g20/w106-x","g20.w106.x_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"418","g20.w106.x","g20/w106-x","g20.w106.x_male_hypothalamus_inc.d3","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
"419","g20.w106.x","g20/w106-x","g20.w106.x_male_pituitary_inc.d3","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"420","o48.r197.x","o48/r197-x","o48.r197.x_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"421","o48.r197.x","o48/r197-x","o48.r197.x_male_hypothalamus_inc.d3","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
"422","o48.r197.x","o48/r197-x","o48.r197.x_male_pituitary_inc.d3","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"423","x.blu42.o28","x-blu42/o28","x.blu42.o28_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"424","x.blu42.o28","x-blu42/o28","x.blu42.o28_male_hypothalamus_inc.d3.NYNO","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
"425","x.blu42.o28","x-blu42/o28","x.blu42.o28_male_pituitary_inc.d3","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"426","x.g147.blu28","x-g147/blu28","x.g147.blu28_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"427","x.g147.blu28","x-g147/blu28","x.g147.blu28_male_hypothalamus_inc.d3","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
"428","x.g147.blu28","x-g147/blu28","x.g147.blu28_male_pituitary_inc.d3","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"429","x.o163.w101","x-o163/w101","x.o163.w101_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"430","x.o163.w101","x-o163/w101","x.o163.w101_male_hypothalamus_inc.d3","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
"431","x.o163.w101","x-o163/w101","x.o163.w101_male_pituitary_inc.d3.NYNO","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"432","x.r64.g140","x-r64/g140","x.r64.g140_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"433","x.r64.g140","x-r64/g140","x.r64.g140_male_hypothalamus_inc.d3","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
"434","x.r64.g140","x-r64/g140","x.r64.g140_male_pituitary_inc.d3","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"435","y149.r52.x","y149/r52-x","y149.r52.x_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"436","y149.r52.x","y149/r52-x","y149.r52.x_male_hypothalamus_inc.d3","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
"437","y149.r52.x","y149/r52-x","y149.r52.x_male_pituitary_inc.d3","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"438","y98.o50.x","y98/o50-x","y98.o50.x_male_gonad_inc.d3","male","gonads","inc.d3","eggs","early","male.gonads.inc.d3"
"439","y98.o50.x","y98/o50-x","y98.o50.x_male_hypothalamus_inc.d3","male","hypothalamus","inc.d3","eggs","early","male.hypothalamus.inc.d3"
"440","y98.o50.x","y98/o50-x","y98.o50.x_male_pituitary_inc.d3","male","pituitary","inc.d3","eggs","early","male.pituitary.inc.d3"
"441","blk.s061.pu.y","blk/s-pu/y","blk.s061.pu.y_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"442","blk.s061.pu.y","blk/s-pu/y","blk.s061.pu.y_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"443","blk.s061.pu.y","blk/s-pu/y","blk.s061.pu.y_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"444","blu47.y96.x","blu47/y96-x","blu47.y96.x_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"445","blu47.y96.x","blu47/y96-x","blu47.y96.x_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"446","blu47.y96.x","blu47/y96-x","blu47.y96.x_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"447","g75.x","g75-x","g75.x_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"448","g75.x","g75-x","g75.x_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"449","g75.x","g75-x","g75.x_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"450","o73.x","o73-x","o73.x_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"451","o73.x","o73-x","o73.x_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"452","o73.x","o73-x","o73.x_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"453","r30.w112.r46","r30/w112-r46","r30.w112.r46_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"454","r30.w112.r46","r30/w112-r46","r30.w112.r46_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"455","r30.w112.r46","r30/w112-r46","r30.w112.r46_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"456","r36.w184.x","R36/w184-x","r36.w184.x_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"457","r36.w184.x","R36/w184-x","r36.w184.x_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"458","r36.w184.x","R36/w184-x","r36.w184.x_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"459","x.blu101.w43","x-blu101/w43","x.blu101.w43_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"460","x.blu101.w43","x-blu101/w43","x.blu101.w43_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"461","x.blu101.w43","x-blu101/w43","x.blu101.w43_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"462","x.blu122.r66","blu122/r66-x","x.blu122.r66_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"463","x.blu122.r66","blu122/r66-x","x.blu122.r66_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"464","x.blu122.r66","blu122/r66-x","x.blu122.r66_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"465","x.g9.o166","x-g9/o166","x.g9.o166_female_gonad_inc.d9.NYNO","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"466","x.g9.o166","x-g9/o166","x.g9.o166_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"467","x.g9.o166","x-g9/o166","x.g9.o166_female_pituitary_inc.d9.NYNO","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"468","x.y109","x-y109","x.y109_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"469","x.y109","x-y109","x.y109_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"470","x.y109","x-y109","x.y109_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"471","x.y93.g126","x-Y93/G126","x.y93.g126_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"472","x.y93.g126","x-Y93/G126","x.y93.g126_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"473","x.y93.g126","x-Y93/G126","x.y93.g126_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"474","y128.g23.x","y128/g23-x","y128.g23.x_female_gonad_inc.d9","female","gonads","m.inc.d9","nest","early","female.gonads.m.inc.d9"
"475","y128.g23.x","y128/g23-x","y128.g23.x_female_hypothalamus_m.inc.d9","female","hypothalamus","m.inc.d9","nest","early","female.hypothalamus.m.inc.d9"
"476","y128.g23.x","y128/g23-x","y128.g23.x_female_pituitary_inc.d9","female","pituitary","m.inc.d9","nest","early","female.pituitary.m.inc.d9"
"477","y140.w119.x","y140/w119-x","y140.w119.x_female_gonad_inc.d9","female","gonads","inc.d9","eggs","early","female.gonads.inc.d9"
"478","y140.w119.x","y140/w119-x","y140.w119.x_female_hypothalamus_inc.d9","female","hypothalamus","inc.d9","eggs","early","female.hypothalamus.inc.d9"
"479","y140.w119.x","y140/w119-x","y140.w119.x_female_pituitary_inc.d9","female","pituitary","inc.d9","eggs","early","female.pituitary.inc.d9"
"480","blu108.w40.o158","blu108/w40-o158","blu108.w40.o158_male_gonad_inc.d9","male","gonads","m.inc.d9","nest","early","male.gonads.m.inc.d9"
"481","blu108.w40.o158","blu108/w40-o158","blu108.w40.o158_male_hypothalamus_inc.d9","male","hypothalamus","m.inc.d9","nest","early","male.hypothalamus.m.inc.d9"
"482","blu108.w40.o158","blu108/w40-o158","blu108.w40.o158_male_pituitary_inc.d9","male","pituitary","m.inc.d9","nest","early","male.pituitary.m.inc.d9"
"483","o49.x","o49-x","o49.x_male_gonad_inc.d9","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"484","o49.x","o49-x","o49.x_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"485","o49.x","o49-x","o49.x_male_pituitary_inc.d9","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"486","o57.g59","o57-g59","o57.g59_male_gonad_inc.d9","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"487","o57.g59","o57-g59","o57.g59_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"488","o57.g59","o57-g59","o57.g59_male_pituitary_inc.d9","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"489","r45.x","R45-X","r45.X_male_gonad_inc.d9","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"490","r45.x","R45-X","r45.X_male_pituitary_inc.d9","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"491","r45.x","R45-X","r45.x_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"492","w34.x","w34-x","w34.x_male_gonad_inc.d9","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"493","w34.x","w34-x","w34.x_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"494","w34.x","w34-x","w34.x_male_pituitary_inc.d9","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"495","x.blu106.o153","x-blu106/o153","x.blu106.o153_male_gonad_inc.d9.NYNO","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"496","x.blu106.o153","x-blu106/o153","x.blu106.o153_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"497","x.blu106.o153","x-blu106/o153","x.blu106.o153_male_pituitary_inc.d9.NYNO","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"498","x.g13.w109","x-g13/w109","x.g13.w109_male_gonad_inc.d9","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"499","x.g13.w109","x-g13/w109","x.g13.w109_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"500","x.g13.w109","x-g13/w109","x.g13.w109_male_pituitary_inc.d9","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"501","x.o47.y82","x-o47/y82","x.o47.y82_male_gonad_inc.d9","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"502","x.o47.y82","x-o47/y82","x.o47.y82_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"503","x.o47.y82","x-o47/y82","x.o47.y82_male_pituitary_inc.d9","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"504","x.w192.o157","x-w192/o157","x.w192.o157_male_gonad_inc.d9","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"505","x.w192.o157","x-w192/o157","x.w192.o157_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"506","x.w192.o157","x-w192/o157","x.w192.o157_male_pituitary_inc.d9","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"507","x.y141.w116","x-y141/w116","x.y141.w116_male_gonad_inc.d9","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"508","x.y141.w116","x-y141/w116","x.y141.w116_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"509","x.y141.w116","x-y141/w116","x.y141.w116_male_pituitary_inc.d9","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"510","y95.g131.x","y95/g131-x","y95.g131.x_male_gonad_inc.d9","male","gonads","inc.d9","eggs","early","male.gonads.inc.d9"
"511","y95.g131.x","y95/g131-x","y95.g131.x_male_hypothalamus_inc.d9","male","hypothalamus","inc.d9","eggs","early","male.hypothalamus.inc.d9"
"512","y95.g131.x","y95/g131-x","y95.g131.x_male_pituitary_inc.d9","male","pituitary","inc.d9","eggs","early","male.pituitary.inc.d9"
"513","g.blk.s004.pk","g/blk-s/pk","g.blk.s004.pk_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"514","g.blk.s004.pk","g/blk-s/pk","g.blk.s004.pk_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"515","g.blk.s004.pk","g/blk-s/pk","g.blk.s004.pk_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"516","g.s078.blk.o","G/S-Blk/O","g.s078.blk.o_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"517","g.s078.blk.o","G/S-Blk/O","g.s078.blk.o_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"518","g.s078.blk.o","G/S-Blk/O","g.s078.blk.o_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"519","s.o.pk","s-o/pk","s.o.pk_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"520","s.o.pk","s-o/pk","s.o.pk_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"521","s.o.pk","s-o/pk","s.o.pk_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"522","s095.g.blk.o","s/g-blk/o","s095.g.blk.o_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"523","s095.g.blk.o","s/g-blk/o","s095.g.blk.o_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"524","s095.g.blk.o","s/g-blk/o","s095.g.blk.o_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"525","s136.d.w.o","s/d-w/o","s136.d.w.o_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"526","s136.d.w.o","s/d-w/o","s136.d.w.o_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"527","s136.d.w.o","s/d-w/o","s136.d.w.o_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"528","s142.o.pk.pu","s/o-pk/pu","s142.o.pk.pu_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"529","s142.o.pk.pu","s/o-pk/pu","s142.o.pk.pu_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"530","s142.o.pk.pu","s/o-pk/pu","s142.o.pk.pu_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"531","s176.blk.pu.r","s/blk-pu/r","s176.blk.pu.r_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"532","s176.blk.pu.r","s/blk-pu/r","s176.blk.pu.r_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"533","s176.blk.pu.r","s/blk-pu/r","s176.blk.pu.r_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"534","x.blu6.y80","x-blu6/y80","x.blu6.y80_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"535","x.blu6.y80","x-blu6/y80","x.blu6.y80_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"536","x.blu6.y80","x-blu6/y80","x.blu6.y80_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"537","x.w51","x-w51","x.w51_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"538","x.w51","x-w51","x.w51_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"539","x.w51","x-w51","x.w51_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"540","y.s156.o.r","y/s-o/r","y.s156.o.r_female_gonad_lay","female","gonads","lay","eggs","early","female.gonads.lay"
"541","y.s156.o.r","y/s-o/r","y.s156.o.r_female_hypothalamus_lay","female","hypothalamus","lay","eggs","early","female.hypothalamus.lay"
"542","y.s156.o.r","y/s-o/r","y.s156.o.r_female_pituitary_lay","female","pituitary","lay","eggs","early","female.pituitary.lay"
"543","g.s.blk.y","g/s-blk/y","g.s.blk.y_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"544","g.s.blk.y","g/s-blk/y","g.s.blk.y_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"545","g.s.blk.y","g/s-blk/y","g.s.blk.y_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"546","g.s043.pu.blk","g/s-pu/blk","g.s043.pu.blk_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"547","g.s043.pu.blk","g/s-pu/blk","g.s043.pu.blk_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"548","g.s043.pu.blk","g/s-pu/blk","g.s043.pu.blk_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"549","o.s.w.r","o/s-w/r","o.s.w.r_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"550","o.s.w.r","o/s-w/r","o.s.w.r_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"551","o.s.w.r","o/s-w/r","o.s.w.r_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"552","pk.s238.blk.w","pk/s-blk/w","pk.s238.blk.w_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"553","pk.s238.blk.w","pk/s-blk/w","pk.s238.blk.w_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"554","pk.s238.blk.w","pk/s-blk/w","pk.s238.blk.w_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"555","pk.w.s141.o","pk/w-s/o","pk.w.s141.o_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"556","pk.w.s141.o","pk/w-s/o","pk.w.s141.o_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"557","pk.w.s141.o","pk/w-s/o","pk.w.s141.o_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"558","r.s005.pk.blk","r/s-pk/blk","r.s005.pk.blk_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"559","r.s005.pk.blk","r/s-pk/blk","r.s005.pk.blk_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"560","r.s005.pk.blk","r/s-pk/blk","r.s005.pk.blk_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"561","r.s116.blk.pu","r/s-blk/pu","r.s116.blk.pu_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"562","r.s116.blk.pu","r/s-blk/pu","r.s116.blk.pu_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"563","r.s116.blk.pu","r/s-blk/pu","r.s116.blk.pu_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"564","r190.o43.x","r190/o43-x","r190.o43.x_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"565","r190.o43.x","r190/o43-x","r190.o43.x_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"566","r190.o43.x","r190/o43-x","r190.o43.x_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"567","s150.w.g.blk","s/w-g/blk","s150.w.g.blk_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"568","s150.w.g.blk","s/w-g/blk","s150.w.g.blk_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"569","s150.w.g.blk","s/w-g/blk","s150.w.g.blk_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"570","s243.blk.pk.r","s/blk-pk/r","s243.blk.pk.r_male_gonad_lay","male","gonads","lay","eggs","early","male.gonads.lay"
"571","s243.blk.pk.r","s/blk-pk/r","s243.blk.pk.r_male_hypothalamus_lay","male","hypothalamus","lay","eggs","early","male.hypothalamus.lay"
"572","s243.blk.pk.r","s/blk-pk/r","s243.blk.pk.r_male_pituitary_lay","male","pituitary","lay","eggs","early","male.pituitary.lay"
"573","d.s112.blk.w","d/s-blk/w","d.s112.blk.w_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"574","d.s112.blk.w","d/s-blk/w","d.s112.blk.w_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"575","d.s112.blk.w","d/s-blk/w","d.s112.blk.w_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"576","g.y.blk.s006","g/y-blk/s","g.y.blk.s006_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"577","g.y.blk.s006","g/y-blk/s","g.y.blk.s006_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"578","g.y.blk.s006","g/y-blk/s","g.y.blk.s006_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"579","g63.blu65","g63-blu65","g63.blu65_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"580","g63.blu65","g63-blu65","g63.blu65_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"581","g63.blu65","g63-blu65","g63.blu65_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"582","o.s084.w.blk","o/s-w/blk","o.s084.w.blk_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"583","o.s084.w.blk","o/s-w/blk","o.s084.w.blk_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"584","o.s084.w.blk","o/s-w/blk","o.s084.w.blk_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"585","o169.r28.x","o169/r28-x","o169.r28.x_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"586","o169.r28.x","o169/r28-x","o169.r28.x_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"587","o169.r28.x","o169/r28-x","o169.r28.x_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"588","pk.s011.o.y","pk/s-o/y","pk.s011.o.y_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"589","pk.s011.o.y","pk/s-o/y","pk.s011.o.y_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"590","pk.s011.o.y","pk/s-o/y","pk.s011.o.y_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"591","s038.g.d.blk","s/g-d/blk","s038.g.d.blk_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"592","s038.g.d.blk","s/g-d/blk","s038.g.d.blk_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"593","s038.g.d.blk","s/g-d/blk","s038.g.d.blk_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"594","s100.l.pk.blk","s/l-pk/blk","s100.l.pk.blk_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"595","s100.l.pk.blk","s/l-pk/blk","s100.l.pk.blk_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"596","s100.l.pk.blk","s/l-pk/blk","s100.l.pk.blk_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"597","x.blu94","x-blu94","x.blu94_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"598","x.blu94","x-blu94","x.blu94_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"599","x.blu94","x-blu94","x.blu94_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"600","x.y119.w11","x-y119/w11","x.y119.w11_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"601","x.y119.w11","x-y119/w11","x.y119.w11_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
"602","x.y119.w11","x-y119/w11","x.y119.w11_female_pituitary_m.inc.d17","female","pituitary","m.inc.d17","nest","late","female.pituitary.m.inc.d17"
"603","y85.r71.x","y85/r71-x","y85.r71.x_female_gonad_m.inc.d17","female","gonads","m.inc.d17","nest","late","female.gonads.m.inc.d17"
"604","y85.r71.x","y85/r71-x","y85.r71.x_female_hypothalamus_m.inc.d17","female","hypothalamus","m.inc.d17","nest","late","female.hypothalamus.m.inc.d17"
